Loss_im,psnr
360.9995,32.8877
360.9995,32.8877
329.6314,33.0201
329.6314,33.0201
329.6314,33.0201
358.4136,33.7496
358.4136,33.7496
358.4136,33.7496
368.5983,33.0367
368.5983,33.0367
368.5983,33.0367
353.475,33.9624
353.475,33.9624
353.475,33.9624
307.1654,32.6399
307.1654,32.6399
307.1654,32.6399
392.4828,32.7754
392.4828,32.7754
392.4828,32.7754
354.751,32.8674
354.751,32.8674
354.751,32.8674
338.5267,32.6608
338.5267,32.6608
338.5267,32.6608
332.6962,33.799
332.6962,33.799
332.6962,33.799
349.4049,33.9887
349.4049,33.9887
349.4049,33.9887
331.7975,32.9381
331.7975,32.9381
331.7975,32.9381
374.8672,33.375
374.8672,33.375
374.8672,33.375
386.0382,33.0224
386.0382,33.0224
386.0382,33.0224
349.8105,34.5855
349.8105,34.5855
349.8105,34.5855
384.9115,33.2394
384.9115,33.2394
384.9115,33.2394
355.496,33.0825
355.496,33.0825
355.496,33.0825
356.6368,33.4008
356.6368,33.4008
356.6368,33.4008
370.3813,33.4906
370.3813,33.4906
370.3813,33.4906
342.0726,32.4344
342.0726,32.4344
342.0726,32.4344
398.4881,33.4552
398.4881,33.4552
398.4881,33.4552
353.7019,33.3496
353.7019,33.3496
353.7019,33.3496
334.3748,33.7517
334.3748,33.7517
334.3748,33.7517
393.7857,33.8991
393.7857,33.8991
393.7857,33.8991
395.8883,34.0083
395.8883,34.0083
395.8883,34.0083
355.5063,32.6075
355.5063,32.6075
355.5063,32.6075
416.1556,33.9933
416.1556,33.9933
416.1556,33.9933
383.7872,32.9675
383.7872,32.9675
383.7872,32.9675
389.4801,32.3635
389.4801,32.3635
389.4801,32.3635
426.0639,32.9571
426.0639,32.9571
426.0639,32.9571
391.5023,33.1582
391.5023,33.1582
391.5023,33.1582
391.4815,33.5335
391.4815,33.5335
391.4815,33.5335
431.5062,32.9391
431.5062,32.9391
431.5062,32.9391
428.4923,32.7545
428.4923,32.7545
428.4923,32.7545
349.0887,33.3452
349.0887,33.3452
349.0887,33.3452
389.4649,34.2321
389.4649,34.2321
389.4649,34.2321
371.1192,34.4389
371.1192,34.4389
371.1192,34.4389
325.5877,32.3631
325.5877,32.3631
325.5877,32.3631
374.5084,33.9012
374.5084,33.9012
374.5084,33.9012
348.1806,32.7644
348.1806,32.7644
348.1806,32.7644
367.1806,34.9328
367.1806,34.9328
367.1806,34.9328
348.3891,33.0174
348.3891,33.0174
348.3891,33.0174
396.7159,34.1343
396.7159,34.1343
396.7159,34.1343
365.3289,32.6991
365.3289,32.6991
365.3289,32.6991
390.8004,33.0372
390.8004,33.0372
390.8004,33.0372
403.4637,34.7153
